tcID,ArtID,AName,Quote
707,41,N41,"No es de este lugar describirla: corresponde por lo especial de la tarea a otras plumas y otras secciones, y como no tenemos tiempo que perder, entremos en la Exposición propiamente dicha y empecemos. Pero apenas atravesado el elegante y espacioso vestíbulo que da a la calle Rivadavia, lleno de pinturas alegóricas sencillas y de buen gusto, debidos al conocido y acreditado industrial sr. Seré y después de penetrar en la sección Capital que como cabeza de la nación tiene el derecho de ser visitada a la primera, nos detenemos perplejos. Nuestro salón se presenta a nuestras miradas, cubierto en la parte superior por los colores nacionales, y completamente lleno de armarios y escaparates de todas formas y dimensiones que lo dividan en función de calles y pasadizos. ¿Qué es lo que hay allí? De todo. ¿Por dónde empezaremos el estudio? ¿Por cualquier parte? ¿Qué método seguir? Ninguno, porque falta el elemento base esencial para emprender un estudio detallado y ordenado: falta el catálogo."
708,41,N43,"Todo género de espectáculo público lleva consigo defectos que parecen inherentes a su naturaleza u objeto, como los que hay en determinados pueblos, climas y razas: las exposiciones en general, grandes o chicas, se inauguran siempre en todas partes, sin haberse terminado las instalaciones y publicado los catálogos. La Exposición Continental no podía escapar a la ley común, a esta especial enfermedad de familia que agajó a las que antes de ella se celebraban en otros países, y así empezamos, con no poca desesperación, los que hemos adquirido el compromiso de estudiarla y dar a todos vientos de la publicidad el resultado bueno o malo de este estudio."
709,41,N45,"Naveguemos pues, sin timón y sin brújula, por en medio de ese mar lleno de los escollos de lo desconocido, hasta que sobrevengan mejores tiempos, y días más tranquilos en que el exceso de concurrencia no sea un inconveniente más para el que trabaja en aquel recinto y dirijamos una mirada en nuestro alrededor. Hallarse en la sección Capital, es estar en casa propia o por lo menos en familia: allí nada nos es extraño, porque los nombres son conocidos y cada uno de ellos tiene una significación especial, siendo algunos verdaderamente populares."
710,41,N47,"Diganlo sino aquellas dos grandes vidrieras que miden unos seis o más metros cada una, y que haciéndose frente y uniéndose por la parte superior por cielorraso azul y blanco, del que pende elegate araña, cobijando dos enormes pirámides cuadrangulares llenas de frascos de igual tamaño, entre los cuales y en el hueco que forma el mostrador que las sustenta, un amable empleado reparte catálogos y tarjetas. Véamos quién es el expositor: Prat, el tintorero Prat; volvemos la vista a sus vidrieras y allí en tejidos e hilados de varias clases aparecen todos los colores del iris, y todos cuantos con ellos se producen combinándolos; colores vivos, brillantes, hermosos, que demuestran hasta que grado de perfección ha llegado hoy la gran casa de Prat en material de tintorería."
711,41,N49,"No es ésta sola su especialidad: aquellos frascos que forman pirámides, son agua de quitar manchas, agua que no quema, que no destruye, que hace de la ropa vieja ropa casi nueva, en una palabra el agua Prat conocida hasta en el último rincón de la República. La tintorería y lavadero de Prat es uno de los primeros establecimientos industriales del país; marcha con los adelantos del día, y muy en breve tendremos ocasión de ocuparnos de él, contentándonos ahora con decir que su instalación en el Palacio del Once, que es muy buena, tiene su digno complemento en el catálogo de la casa que reparte con propulsión y en el cual se encuentran cuántos datos e indicaciones se desean sobre el precio, calidades, colores, pesos, etc. Todo expositor que no imite su ejemplo, no mira por sus propios intereses, mira a Prat."
712,41,N51,"No lejos de allí tropezaremos con otro nombre no menos conocido: Cramwell. Su instalación de pomos de carnaval es una enseñanza práctica. Cramwell fue el primero, si no estamos equivocados, que se emancipó del yugo europeo estableciendo aquí la fabricación de pomos. Su calidad es igual a los buenos que venían del extranjero: su crédito es grande, y le deben haber producido pingües y bien merecidas ganancias, a pesar de los muchos que le han seguido en su camino aunque sin sobrepujarle nunca."
713,41,N53,"Exhibe su industria, y en su exposición se ve el lingo de deplomo, es decir la materia bruta: las chapas gruesas y redondas de las que nadie sospecharía que por la presión del aire se produce el pomo fino, como hoja de papel, redondo y recto; las boquillas y tuercas, y finalmente el pomo del comercio, terminado, lleno de agua hermetizada y cubierta al exterior por etiquetas de vivos colores."
714,41,N55,"Volvamos la vista, y allí están riquísimos vestidos presentados en grandes y hermosos escaparates, sobre los que figuran los nombres de La ciudad de Londres, Dupuy, Las porteñas de cuyos bien surtidos depósitos salen las galas que el bello sexo elegante luce en Palermo de día, en el Colón de noche, y de las que había de seguro muchos centenares en movimiento en la Exposición misma, y cerca de esos y otros, que no recordamos en este momento de escuella, las magníficas colecciones de Madame Careau que revelan un arte consumado y un gusto verdaderamente regio."
715,41,N57,"Pero ¡qué apuros los nuestros para podernos dar cuenta, y explicarlo luego a quienes fuera de allí nos preguntaran, qué significaban aquellas telas y sus labores y su hechura, y cuando cargados de ignorancia y confusión habríamos salido sin la oportuna intervención de una movilísima señora que nos dió en breves minutos una lección de la que aún recordamos aunque confusamente lo de: salida de baillé, broché, bulonné, raso estampado ..."
716,41,N59,"Muebles riquísimos de maderas del Chaco, de esa madera llamada a hacer una revolución completa en la ebanistería; encuadernaciones superiores hechas con tafiletes y otras materias del país; trabajos de imprenta y litografía; aparatos eléctricos, productos farmacéuticos, de todo ésto y mucho más hay en la sección Capital, y de todo nos iremos ocupando, cuando el mejor conociminto práctico del local y la publicación del indispensable catálogo venga a facilitar nuestro trabajo."
717,41,N61,"Entre tanto dejemos consignado que nuestra primera impresión va echando raíces; la Exposición Continental es buena. Cuando cansados de vagar durante algunas horas por aquel mar de gente y aquel laberinto de instalaciones, nos sentamos un momento en un divan que hallamos inmediato, se nos acercó un amigo que a fuer de curioso había recorrido ya los últimos rincones del que fué mercado de frutos y hoy es Exposición Continental, y entusiasmado, porque lo estaba de veras, por cuanto había visto y observado exclamó:"
718,41,N63,"¿No es una gran lástima, amigo mío, que este Palacio con sus elegantes y variadas decoraciones, con la multitud de objetos de todas clases y procedencias que en él se encierran y que son un gran libro abierto a los ojos del pueblo para que todos lean y aprendan, no es una gran lástima que todo ello tenga que desaparecer dentro de tres meses?"
719,41,N65,"Ciertamente, le respondimos: pero es un error el creer que desaparecerá todo. El Palacio volverá a ser lo que antes, madera y metal, que se desparramarán a todos lo vientos; los objetos expuestos volverán cada uno al taller o fábrica de donde salieron, pero lo principal quedará, porque quedará lo que todos hayamos aprendido en estos tres meses y sabemos aprovecharlos; quedará una noble emulación que estos grandes torneos producen y fecunda en resultados; quedará la gloria del Club Industrial que inició el presente y de cuantos le hayan secundado, gloria que corresponderá no sólo a un grupo ni a una ciudad sino a toda la República, porque ese provecho, esa emulación y esa gloria se grabarán en carteles de oro en la historia del país, consituyendo una de sus más brillantes páginas; es decir, que de todo lo que vemos desaparecerá la materia pero quedará el progreso!"
720,41,,
721,42,N32,"Si para juzgar de la altura de nuestra civilización como pueblo, el extranjero no tuviese ni otra guía ni otra medida que la que le ofrece la sección de bellas artes en la Exosición Continental, muy poco favorable nos sería por cierto su fallo, y para demás lastimado para no decir avergonzado - quedaría con él nuestro orgullo nacional."
722,42,N37,"No es que no sea digna de visitarse aquella sección de la Exposición. No. Muy lejos de ello, hay allí muchas cosas buenas, mucho que estudiar y que aprender, y más de una de las obras expuestas ocuparía dignamente un puesto de honor en cualquier exposición europea, saliendo triunfante del riguroso examen al que tendría que someterse ante el severo tribunal de aquellos certámenes, antes de ser admitida al privilegiado recinto."
723,42,N39,"Más que digna de visitarse, la sección de bellas artes merece la preferencia que se le acuerda una gran parte de los concurrentes a aquella fiesta del progreso; es la primera exposición seria que de la pintura y de la estuatuaria se celebra entre nosotros y, como tal, ha sido una verdadera y agradable sorpresa para los admiradores de lo bello y los amantes del arte."
724,42,N41,"El conjunto de cuadros expuestos cautiva desde luego la atención del visitante, aun cuando los inteligentes noten muy pronto la prisa y en algunos casos, la falta de criterio con que han sido colocadas las obras, siendo difícil, sino imposible, descubrir el plan de distribución y de clasificación que ha seguido la Comisión encargada de aquel trabajo."
725,42,N43,"Pero no es esta circunstancia, simple cuestión de detalles, la que nos ha arrancado la frase con que hemos iniciado nuestro estudio. Lo que nos duele, lo que debe mortificar a todo argentino es que las mejores obras expuestas son extranjeras, quedándonos tan sólo el consuelo de ver que entre esas mejores obras extranjeras figuran las creadas por el pincel o el buril de hijos de esta tierra!"
